time;Bx;By;Bz;BT
8,310336;-22,33;-60,50;30,42;71,30
8,330026;-22,20;-60,50;30,48;71,28
8,350968;-22,38;-60,44;30,36;71,25
8,371544;-22,55;-60,14;30,31;71,02
8,392977;-22,44;-60,03;30,20;70,84
8,411570;-22,42;-60,10;30,05;70,84
8,431169;-22,53;-59,99;30,03;70,77
8,450885;-22,57;-60,09;30,25;70,96
8,472788;-22,48;-60,09;30,25;70,93
8,492928;-22,70;-60,18;30,29;71,09
8,511748;-22,59;-60,14;30,27;71,02
8,531758;-22,72;-60,24;30,21;71,12
8,551787;-22,74;-60,25;30,51;71,27
8,572475;-22,61;-60,22;30,48;71,18
8,592083;-22,50;-60,07;30,40;70,98
8,612583;-22,78;-60,09;30,36;71,07
8,632362;-22,66;-60,29;30,31;71,18
8,652042;-22,35;-60,07;30,36;70,92
8,672205;-22,51;-60,05;30,38;70,96
8,692197;-22,42;-60,05;30,35;70,92
8,712982;-22,35;-59,79;30,21;70,61
8,732758;-22,35;-59,86;30,25;70,69
8,754023;-22,36;-60,01;30,40;70,89
8,774708;-22,16;-60,10;30,40;70,91
8,793309;-22,25;-60,14;30,50;71,01
8,814263;-22,53;-60,12;30,42;71,05
8,833877;-22,55;-60,10;30,50;71,07
8,853927;-22,68;-60,01;30,46;71,02
8,874129;-22,95;-60,27;30,36;71,28
8,894130;-23,26;-60,27;30,50;71,44
8,914032;-23,25;-60,29;30,53;71,47
8,934333;-23,08;-60,40;30,42;71,46
8,955450;-23,19;-60,35;30,21;71,36
8,974428;-22,87;-60,44;30,33;71,39
8,994954;-22,66;-60,42;30,25;71,27
9,014931;-22,42;-60,59;30,14;71,29
9,035691;-22,31;-60,67;30,25;71,37
9,055687;-22,14;-60,61;30,36;71,31
9,075642;-22,01;-60,67;30,50;71,38
9,097055;-22,31;-60,39;30,53;71,25
9,115542;-22,10;-60,37;30,81;71,29
9,135797;-22,21;-60,44;30,80;71,38
9,156946;-22,23;-60,50;30,81;71,44
9,176860;-22,35;-60,59;30,83;71,56
9,196195;-22,21;-60,44;30,83;71,40
9,216440;-21,84;-60,50;30,72;71,28
9,235996;-21,73;-60,55;30,55;71,22
9,257182;-21,39;-60,67;30,66;71,26
9,278515;-21,61;-60,52;30,72;71,23
9,297718;-21,71;-60,59;30,64;71,29
9,316765;-21,60;-60,84;30,59;71,44
9,337021;-21,58;-60,78;30,87;71,50
9,357499;-21,75;-60,97;30,81;71,69
9,382429;-22,14;-60,89;30,78;71,73
9,397456;-22,61;-60,74;30,66;71,70
9,417900;-22,95;-60,57;30,59;71,63
9,437867;-22,66;-60,65;30,29;71,48
9,457674;-22,61;-60,54;30,31;71,37
9,478305;-22,91;-60,29;30,23;71,23
9,498713;-23,26;-60,16;30,10;71,18
9,518860;-23,02;-60,18;30,21;71,16
9,538214;-22,96;-60,24;30,23;71,20
9,559116;-22,68;-60,16;30,27;71,06
9,578896;-22,80;-60,40;30,20;71,27
9,599153;-22,91;-60,42;30,27;71,36
9,619430;-22,96;-60,44;30,12;71,33
9,639103;-22,89;-60,61;30,46;71,59
9,660402;-22,59;-60,67;30,48;71,55
9,679839;-22,72;-60,50;30,48;71,45
9,699792;-22,72;-60,33;30,57;71,35
9,720552;-22,78;-60,50;30,63;71,53
9,739994;-22,55;-60,46;30,72;71,47
9,760710;-22,44;-60,48;30,74;71,46
9,780879;-22,59;-60,65;30,93;71,73
9,800812;-22,76;-60,40;30,63;71,45
9,821081;-22,68;-60,37;30,59;71,37
9,840836;-22,70;-60,65;30,53;71,59
9,860963;-22,93;-60,72;30,57;71,75
9,880723;-23,11;-60,80;30,48;71,83
9,900981;-23,02;-60,67;30,57;71,73
9,922066;-23,28;-60,63;30,44;71,73
9,941744;-23,08;-60,61;30,23;71,56
9,962653;-23,00;-60,63;30,53;71,67
9,981939;-23,13;-60,67;30,44;71,71
10,001291;-23,10;-60,35;30,44;71,43
10,021748;-22,89;-60,42;30,46;71,43
10,042654;-22,80;-60,35;30,42;71,32
10,062162;-22,78;-60,40;30,08;71,22
10,082064;-22,68;-60,44;30,31;71,32
10,102331;-22,68;-60,40;30,44;71,34
10,122308;-22,68;-60,50;30,21;71,33
10,143267;-22,72;-60,50;30,01;71,25
10,163199;-22,81;-60,59;30,10;71,40
10,184128;-22,91;-60,69;30,03;71,48
10,203383;-22,89;-60,91;30,10;71,69
10,231135;-23,02;-61,14;30,33;72,02
10,245924;-23,00;-61,21;30,34;72,09
10,263802;-23,17;-61,02;30,34;71,98
10,284035;-23,13;-61,29;30,38;72,21
10,304394;-22,96;-61,25;30,68;72,25
10,324225;-22,72;-61,23;30,48;72,07
10,343897;-22,66;-60,78;30,29;71,59
10,365175;-22,53;-60,61;30,46;71,48
10,385041;-22,40;-60,35;30,63;71,29
10,404543;-22,23;-60,16;30,50;71,02
10,424919;-22,21;-60,24;30,42;71,04
10,444853;-22,25;-60,01;30,35;70,83
10,465362;-22,46;-60,24;30,57;71,18
10,486250;-22,55;-60,24;30,74;71,29
10,505971;-22,36;-60,35;30,85;71,37
10,525882;-22,40;-60,12;30,76;71,15
10,547068;-22,55;-60,10;30,61;71,12
10,566042;-22,76;-60,10;30,74;71,24
10,586181;-22,76;-60,37;30,83;71,50
10,606509;-22,76;-60,33;30,91;71,50
10,627371;-22,72;-60,07;30,68;71,17
10,647475;-22,81;-60,31;30,66;71,40
10,667340;-22,95;-60,54;30,76;71,67
10,687059;-22,80;-60,55;30,93;71,71
10,707242;-22,89;-60,68;30,98;71,88
10,727536;-22,93;-60,76;30,83;71,89
10,746930;-22,91;-60,61;30,81;71,75
10,767246;-22,95;-60,82;30,81;71,93
10,787190;-22,80;-61,06;30,80;72,09
10,807321;-22,74;-60,82;30,74;71,84
10,827355;-22,91;-60,82;30,78;71,91
10,847640;-23,28;-61,12;30,40;72,12
10,868016;-23,02;-60,98;30,40;71,93
10,887695;-23,04;-60,97;30,46;71,94
10,908149;-23,00;-61,04;30,42;71,98
10,929474;-22,85;-61,08;30,31;71,91
10,949053;-22,74;-60,97;30,42;71,83
10,969825;-22,83;-61,27;30,46;72,13
10,988853;-22,72;-61,15;30,31;71,93
11,011178;-22,53;-60,84;30,35;71,62
11,030635;-22,65;-60,85;30,31;71,66
11,049934;-22,59;-60,98;30,31;71,75
11,070601;-22,61;-60,70;30,50;71,60
11,089501;-22,59;-60,46;30,44;71,36
11,114887;-22,76;-60,46;30,31;71,36
11,129684;-22,72;-60,37;30,10;71,18
11,149750;-22,53;-60,35;29,99;71,06
11,169751;-22,53;-60,40;30,25;71,21
11,190659;-22,57;-60,54;30,21;71,32
11,213166;-22,51;-60,33;30,06;71,07
11,234558;-22,57;-60,57;30,01;71,27
11,250893;-22,74;-60,65;30,05;71,40
11,270829;-22,66;-60,59;30,25;71,42
11,291073;-22,70;-60,52;30,36;71,41
11,311331;-22,89;-60,67;30,42;71,62
11,334483;-22,87;-60,82;30,01;71,57
11,351777;-22,91;-60,82;30,18;71,65
11,372145;-22,83;-60,99;30,42;71,87
11,391226;-22,80;-60,95;30,46;71,85
11,411728;-22,80;-60,95;30,51;71,87
11,433895;-22,87;-60,91;30,35;71,79
11,452044;-22,93;-60,89;30,55;71,88
11,471521;-23,00;-60,91;30,36;71,84
11,492777;-23,04;-60,95;30,57;71,97
11,514134;-22,98;-60,67;30,51;71,69
11,536359;-23,10;-60,55;30,57;71,66
11,554002;-22,87;-60,50;30,44;71,48
11,573930;-22,63;-60,39;30,33;71,26
11,593017;-22,70;-60,46;30,44;71,40
11,613167;-22,76;-60,55;30,40;71,48
11,633017;-22,66;-60,46;30,63;71,46
11,653265;-22,81;-60,29;30,81;71,45
11,674401;-22,74;-60,48;30,80;71,58
11,693783;-22,76;-60,31;30,74;71,42
11,714325;-22,98;-60,44;30,65;71,56
11,734744;-23,06;-60,52;30,96;71,78
11,754511;-22,91;-60,22;30,89;71,45
11,774621;-22,66;-60,18;30,98;71,38
11,794270;-22,61;-60,25;30,91;71,39
11,814397;-22,80;-60,37;30,89;71,54
11,834604;-22,65;-60,48;30,91;71,59
11,854754;-22,61;-60,70;30,81;71,73
11,875324;-22,38;-60,70;30,87;71,69
11,895202;-22,38;-60,70;30,80;71,65
11,914905;-22,55;-60,84;30,85;71,84
11,935373;-22,65;-60,78;30,83;71,82
11,955473;-22,68;-60,78;31,02;71,91
11,975467;-22,46;-60,82;30,83;71,79
11,996149;-22,72;-60,78;30,74;71,80
12,015709;-22,70;-60,72;30,68;71,72
12,035897;-22,70;-60,55;30,59;71,54
12,055799;-22,72;-60,70;30,25;71,53
12,076398;-22,74;-60,87;30,08;71,61
12,096473;-23,08;-60,93;29,90;71,68
12,116560;-23,34;-60,74;29,90;71,61
12,137587;-23,08;-60,74;29,95;71,55
12,157489;-22,98;-60,65;29,82;71,38
12,186947;-23,02;-60,72;29,82;71,46
