time;Bx;By;Bz;BT
6,791578;6,55;16,06;-27,67;32,65
6,812954;6,29;16,06;-27,89;32,79
6,832633;6,34;16,10;-27,86;32,79
6,852112;6,62;16,13;-27,95;32,94
6,871785;6,74;16,21;-28,14;33,16
6,893187;7,13;16,34;-28,40;33,53
6,912674;7,34;16,19;-28,36;33,47
6,932804;7,24;16,10;-28,46;33,48
6,952643;7,30;16,36;-28,27;33,47
6,972933;7,52;16,36;-28,01;33,29
6,992936;7,34;16,06;-28,04;33,14
7,012689;7,05;15,96;-27,95;32,95
7,033130;7,15;16,02;-27,93;32,98
7,053175;7,00;15,91;-27,69;32,69
7,073063;6,79;16,06;-27,54;32,59
7,093596;6,92;16,10;-27,61;32,70
7,113761;6,72;15,98;-27,59;32,59
7,133558;6,44;15,85;-27,56;32,43
7,154526;6,36;16,08;-27,42;32,42
7,174299;6,68;16,08;-27,52;32,56
7,194026;6,47;16,04;-27,52;32,50
7,214702;6,27;16,06;-27,44;32,41
7,235137;6,25;16,11;-27,25;32,27
7,255936;6,21;16,25;-27,05;32,16
7,274949;6,30;16,04;-27,09;32,10
7,295859;6,47;16,06;-27,24;32,27
7,315572;6,66;15,85;-27,44;32,38
7,335982;6,59;15,83;-27,46;32,38
7,362658;6,47;15,65;-27,31;32,13
7,380422;6,53;15,70;-27,24;32,11
7,396015;6,45;15,51;-27,26;32,02
7,416192;6,45;15,35;-27,39;32,05
7,435942;6,36;15,51;-27,31;32,05
7,458240;6,47;15,72;-27,16;32,04
7,483223;6,49;15,83;-27,14;32,09
7,496539;6,42;15,87;-27,14;32,09
7,516353;6,60;15,96;-27,20;32,22
7,536599;6,51;15,96;-27,33;32,31
7,558418;6,64;16,10;-27,20;32,30
7,576063;6,49;16,02;-27,12;32,16
7,597156;6,68;15,80;-27,33;32,27
7,616761;6,89;15,70;-27,46;32,37
7,637191;6,70;15,72;-27,29;32,20
7,657575;6,53;15,83;-27,41;32,32
7,677955;6,66;15,83;-27,50;32,42
7,698959;6,94;15,81;-27,56;32,52
7,718020;7,00;15,81;-27,65;32,61
7,738804;7,11;15,76;-27,86;32,78
