time;Bx;By;Bz;BT
8,407978;26,09;1,92;-15,26;30,28
8,428185;26,20;2,00;-15,44;30,48
8,448188;26,35;2,11;-15,72;30,76
8,474820;26,35;1,92;-15,72;30,74
8,489868;26,31;2,01;-15,56;30,63
8,508615;26,29;1,94;-15,54;30,60
8,529073;26,35;2,07;-15,14;30,46
8,548967;26,22;2,01;-15,22;30,38
8,570417;26,46;1,68;-15,27;30,60
8,589625;26,37;1,62;-15,20;30,48
8,609575;26,29;1,34;-15,01;30,31
8,629350;26,39;1,62;-15,05;30,42
8,652000;26,40;1,58;-15,07;30,44
8,670230;26,33;1,56;-15,27;30,48
8,690553;26,33;1,47;-15,41;30,54
8,711949;26,50;1,40;-15,41;30,68
8,731662;26,57;1,51;-15,42;30,76
8,752132;26,31;1,21;-15,46;30,54
8,771633;26,16;1,32;-15,39;30,38
8,791177;25,86;1,23;-15,52;30,18
8,811281;25,95;1,28;-15,29;30,15
8,831365;25,95;1,25;-15,29;30,15
8,853450;25,99;1,47;-15,37;30,23
8,871999;25,92;1,66;-15,27;30,13
8,891691;25,94;1,73;-15,12;30,07
8,912117;26,16;2,13;-14,99;30,23
8,932780;26,31;2,05;-15,24;30,47
8,952683;26,57;1,96;-15,16;30,66
8,973589;26,57;1,90;-15,22;30,68
8,993436;26,63;2,07;-15,03;30,65
9,012609;26,67;2,03;-14,96;30,64
9,033700;26,65;1,79;-14,71;30,49
9,052569;26,42;1,88;-14,67;30,28
9,073419;26,48;1,77;-14,69;30,33
9,093481;26,50;1,75;-14,49;30,25
9,113406;26,39;1,77;-14,41;30,12
9,133370;26,39;1,73;-14,45;30,13
9,152779;26,37;1,58;-14,66;30,21
9,173284;26,12;1,60;-14,67;30,01
9,193719;26,18;1,66;-14,80;30,12
9,213557;26,27;1,51;-14,75;30,17
9,233531;26,22;1,43;-14,86;30,17
9,254933;26,25;1,41;-15,11;30,32
9,274943;26,16;1,25;-15,07;30,22
9,294355;26,05;1,32;-15,18;30,18
9,313818;26,09;1,23;-15,09;30,16
9,334833;26,12;1,21;-15,20;30,25
9,354821;25,99;1,34;-15,33;30,21
9,375278;26,05;1,28;-15,63;30,41
9,395101;26,05;1,28;-15,54;30,36
9,415463;26,01;1,34;-15,35;30,23
9,436055;26,24;1,43;-15,39;30,45
9,459914;26,27;1,43;-15,56;30,57
9,477856;26,39;1,73;-15,41;30,60
9,495755;26,57;1,58;-15,33;30,72
9,515413;26,63;1,51;-15,26;30,73
9,536629;26,37;1,68;-15,12;30,44
9,559002;26,63;1,77;-15,12;30,68
9,576998;26,37;1,90;-15,35;30,57
9,596775;26,12;2,05;-15,16;30,27
9,616115;26,03;2,07;-14,97;30,10
9,637924;25,92;1,90;-14,95;29,98
9,658462;25,77;1,92;-14,94;29,84
9,677749;25,84;2,03;-14,82;29,86
9,697885;26,18;1,85;-14,71;30,09
9,717344;25,88;1,92;-14,79;29,87
9,738403;26,14;1,72;-14,73;30,06
9,758420;26,39;1,51;-15,01;30,39
9,778525;26,42;1,60;-14,82;30,34
9,798666;26,67;1,68;-14,84;30,57
9,818298;26,57;1,81;-14,81;30,47
9,838826;26,48;1,64;-14,94;30,45
