time;Bx;By;Bz;BT
10,023182;21,34;11,45;-20,11;31,48
10,043762;21,51;11,26;-20,20;31,59
10,064754;21,47;11,35;-20,20;31,59
10,083151;21,32;11,73;-20,22;31,64
10,103905;21,55;11,67;-20,09;31,69
10,123930;21,51;11,58;-20,32;31,77
10,144850;21,38;11,45;-20,19;31,55
10,164579;21,25;11,28;-20,35;31,51
10,184338;21,42;11,39;-20,56;31,80
10,205100;21,17;11,43;-20,58;31,66
10,224527;20,95;11,50;-20,66;31,59
10,244557;20,93;11,39;-20,45;31,40
10,265372;20,52;11,61;-20,41;31,18
10,286218;20,59;11,75;-20,47;31,32
10,305894;20,67;11,88;-20,34;31,33
10,324992;20,80;12,01;-20,07;31,30
10,344886;20,67;12,01;-20,07;31,21
10,365180;20,67;12,08;-19,94;31,16
10,385985;20,57;12,18;-20,00;31,17
10,407083;20,82;12,16;-20,20;31,45
10,426495;20,87;12,06;-20,37;31,56
10,446523;20,70;12,10;-20,24;31,38
10,467703;20,76;11,84;-20,32;31,37
10,488683;20,70;11,65;-20,45;31,35
10,507336;20,84;11,52;-20,49;31,41
10,526429;20,91;11,41;-20,50;31,43
10,546272;21,08;11,30;-20,43;31,45
10,569434;20,99;11,26;-20,43;31,38
10,589360;21,15;11,09;-20,43;31,43
10,608229;21,44;11,13;-20,49;31,67
10,627772;21,34;11,20;-20,36;31,55
10,647533;21,36;11,45;-20,21;31,55
10,668026;21,32;11,56;-20,13;31,52
10,688393;21,34;11,67;-20,07;31,54
10,708709;21,29;11,60;-20,04;31,45
10,729025;21,36;11,71;-20,02;31,53
10,748844;21,10;11,75;-19,89;31,28
10,768440;20,93;11,52;-19,72;30,98
10,789072;20,93;11,71;-19,81;31,11
10,809405;20,80;11,45;-19,98;31,03
10,829084;20,74;11,20;-19,87;30,83
10,848337;20,69;11,26;-19,94;30,86
10,869515;20,91;11,33;-20,02;31,09
10,889434;20,85;11,24;-20,09;31,06
10,910295;21,00;11,35;-20,13;31,23
10,931137;20,84;11,63;-20,32;31,34
10,951774;20,78;11,56;-20,34;31,29
10,972173;20,85;11,71;-20,32;31,38
10,989763;20,91;11,99;-20,52;31,66
11,011118;20,80;12,08;-20,69;31,73
11,030552;20,74;12,16;-20,60;31,66
11,050646;20,80;12,06;-20,37;31,52
11,070503;20,80;11,84;-20,37;31,43
11,090804;21,15;11,80;-20,37;31,65
11,111493;21,30;11,61;-20,39;31,70
11,131334;21,19;11,56;-20,28;31,53
11,151716;21,00;11,45;-20,30;31,37
11,171614;21,12;11,35;-20,22;31,37
11,191627;21,23;11,37;-20,19;31,42
11,212603;20,99;11,41;-20,26;31,32
11,240205;20,84;11,61;-20,22;31,27
11,260640;20,65;11,77;-20,20;31,19
11,273026;20,57;11,82;-20,41;31,30
11,291851;20,80;11,82;-20,28;31,36
11,313080;20,99;11,77;-20,13;31,37
11,334105;21,19;11,65;-20,07;31,43
11,352810;20,78;11,43;-20,07;31,07
11,374579;20,91;11,56;-20,07;31,21
11,393986;21,06;11,48;-20,24;31,39
11,413272;21,12;11,28;-20,13;31,28
11,433841;21,21;11,11;-20,00;31,20
11,454632;21,25;11,15;-20,35;31,46
11,473469;21,17;11,22;-20,39;31,47
11,493636;20,91;11,22;-20,24;31,19
11,513727;21,04;11,31;-20,11;31,23
11,534058;21,29;11,24;-20,22;31,44
11,553822;21,25;11,33;-20,09;31,36
11,574050;21,12;11,20;-20,00;31,17
11,594463;20,87;11,39;-19,85;30,97
11,614336;20,72;11,41;-19,83;30,87
11,634155;20,72;11,28;-19,75;30,77
11,654149;20,78;11,16;-20,06;30,96
11,674728;20,89;11,15;-20,22;31,14
11,694602;20,59;11,13;-20,21;30,92
11,715185;20,57;11,24;-20,22;30,96
11,735427;20,69;11,48;-20,47;31,28
11,756064;20,65;11,48;-20,60;31,35
11,776211;20,61;11,41;-20,50;31,23
11,797372;20,44;11,75;-20,34;31,14
11,816494;20,42;11,90;-20,13;31,05
11,836124;20,40;12,08;-20,15;31,12
11,856975;20,61;12,14;-20,30;31,37
11,876884;20,63;12,12;-20,28;31,37
11,897112;20,59;12,12;-20,07;31,21
11,915971;20,55;12,23;-20,00;31,18
11,936494;20,74;12,16;-19,92;31,23
11,957844;21,23;11,90;-20,21;31,63
11,977603;21,44;11,91;-20,32;31,85
11,997679;21,44;11,71;-20,19;31,69
12,016828;21,40;11,63;-20,06;31,55
12,038472;21,44;11,58;-20,00;31,52
12,057483;21,34;11,41;-20,04;31,42
12,077549;21,38;11,30;-19,92;31,33
12,097453;21,19;11,37;-19,87;31,19
12,117955;20,89;11,41;-19,77;30,95
12,137834;20,69;11,43;-19,72;30,78
12,157830;20,72;11,43;-19,72;30,80
12,178647;20,48;11,58;-19,60;30,62
12,198175;20,61;11,58;-19,51;30,65
12,223003;20,70;11,48;-19,47;30,66
12,238723;20,76;11,60;-19,64;30,84
12,259513;20,72;11,58;-19,57;30,76
12,279050;20,44;11,56;-19,68;30,64
12,298871;20,59;11,46;-19,64;30,68
12,318909;20,46;11,60;-19,64;30,64
12,342512;20,65;11,52;-19,75;30,81
12,360583;20,48;11,65;-19,91;30,84
12,380024;20,40;11,67;-19,92;30,81
12,399987;20,52;11,61;-19,89;30,84
12,420396;20,69;11,76;-20,19;31,21
12,441672;20,97;11,82;-20,20;31,43
12,461185;20,67;11,86;-20,20;31,24
12,481186;20,76;11,86;-20,24;31,33
12,500470;20,93;11,80;-20,04;31,29
12,521807;20,95;11,65;-20,05;31,25
12,541301;21,19;11,63;-20,17;31,48
12,560909;20,95;11,52;-20,20;31,30
12,581732;20,99;11,43;-19,98;31,15
12,601364;20,97;11,50;-19,90;31,11
12,622665;21,27;11,73;-20,00;31,46
12,642820;21,21;11,65;-20,02;31,41
12,661997;21,06;11,52;-20,21;31,38
12,684103;21,19;11,58;-20,11;31,43
12,701451;21,06;11,58;-20,06;31,30
